BatchID,JobID,alpha_a,alpha_b,alpha_c,beta_a,beta_b,beta_c,gamma_BA,gamma_CA,delta_BA,delta_CA,delBEa
842,1,0.2,0.9,0.2,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,2,0.6,0.9,0.2,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,3,0.9,0.9,0.2,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,4,0.2,0.2,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,5,0.6,0.2,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,6,0.9,0.2,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,7,0.2,0.6,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,8,0.6,0.6,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,9,0.9,0.6,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,10,0.2,0.9,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,11,0.6,0.9,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,12,0.9,0.9,0.6,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,13,0.2,0.2,0.9,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,14,0.6,0.2,0.9,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,15,0.9,0.2,0.9,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,16,0.2,0.6,0.9,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,17,0.6,0.6,0.9,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,18,0.9,0.6,0.9,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,19,0.2,0.9,0.9,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,20,0.6,0.9,0.9,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,21,0.9,0.9,0.9,0.6,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,22,0.2,0.2,0.2,0.9,1.2,1.2,0.6,1.8,0.5,1.0,0.8
842,23,0.6,0.2,0.2,0.9,1.2,1.2,0.6,1.8,0.5,1.0,0.8
